,encrypted_user_id,title,date,location,department,amount,description
0,0,They said it is registration fee for birth certificate,2020-10-14 14:28:00+03:00,"Bangalore,Karnataka","Births, Family and Care",400,-
1,0,Paid bribe for not having insurance during pandemic,2020-10-13 12:15:00+03:00,"Bangalore,Karnataka",Vehicle Insurance,350,-
2,0,Forced to pay bribe at KR Puram RTO,2020-10-13 06:21:00+03:00,"Bangalore,Karnataka",Driving and Transport Business,100,-
3,0,Forced to pay 100 rupees bribe for LL test,2020-10-13 10:43:00+03:00,"Bangalore,Karnataka",Driving Licenses and Tests,100,-
4,0,Misusing of power and traping people in false case to make money,2020-10-13 13:19:00+03:00,"Siwan,Bihar",FIR and Complaints,15000,-
5,0,Traping of small business man by misusing rules and policies.,2020-10-13 00:45:00+03:00,"Siwan,Bihar",Policies and Procedures,15000,-
6,0,Bribe paid to VAO for patta transfer,2020-10-10 15:34:00+03:00,"Coimbatore,TamilNadu",Others,5000,-
7,0,Police officer asked bribe to clear passport verification,2020-10-10 19:36:00+03:00,"Bangalore,Karnataka",Police Clearance Certificate,500,-
8,0,Driving license issuance process is a joke,2020-09-10 21:02:00+03:00,"Hyderabad,Telangana",Driving Licenses and Tests,2500,-
9,0,Trader license,2020-06-10 03:45:00+03:00,"Mysore,Karnataka",Registrations and Licenses,4000,-
10,0,They said it is registration fee for birth certificate,2020-10-14 17:23:00+03:00,"Bangalore,Karnataka","Births, Family and Care",400,-
11,0,Paid bribe for not having insurance during pandemic,2020-10-13 13:57:00+03:00,"Bangalore,Karnataka",Vehicle Insurance,350,-
12,0,Forced to pay bribe at KR Puram RTO,2020-10-13 18:21:00+03:00,"Bangalore,Karnataka",Driving and Transport Business,100,-
13,0,Forced to pay 100 rupees bribe for LL test,2020-10-13 14:19:00+03:00,"Bangalore,Karnataka",Driving Licenses and Tests,100,-
14,0,Misusing of power and traping people in false case to make money,2020-10-13 07:23:00+03:00,"Siwan,Bihar",FIR and Complaints,15000,-
15,0,Traping of small business man by misusing rules and policies.,2020-10-13 04:44:00+03:00,"Siwan,Bihar",Policies and Procedures,15000,-
16,0,Bribe paid to VAO for patta transfer,2020-10-10 17:58:00+03:00,"Coimbatore,TamilNadu",Others,5000,-
17,0,Police officer asked bribe to clear passport verification,2020-10-10 06:51:00+03:00,"Bangalore,Karnataka",Police Clearance Certificate,500,-
18,0,Driving license issuance process is a joke,2020-09-10 05:38:00+03:00,"Hyderabad,Telangana",Driving Licenses and Tests,2500,-
19,0,Trader license,2020-06-10 02:15:00+03:00,"Mysore,Karnataka",Registrations and Licenses,4000,-
20,0,They said it is registration fee for birth certificate,2020-10-14 09:49:00+03:00,"Bangalore,Karnataka","Births, Family and Care",400,-
21,0,Paid bribe for not having insurance during pandemic,2020-10-13 12:14:00+03:00,"Bangalore,Karnataka",Vehicle Insurance,350,-
22,0,Forced to pay bribe at KR Puram RTO,2020-10-13 05:03:00+03:00,"Bangalore,Karnataka",Driving and Transport Business,100,-
23,0,Forced to pay 100 rupees bribe for LL test,2020-10-13 02:54:00+03:00,"Bangalore,Karnataka",Driving Licenses and Tests,100,-
24,0,Misusing of power and traping people in false case to make money,2020-10-13 08:09:00+03:00,"Siwan,Bihar",FIR and Complaints,15000,-
25,0,Traping of small business man by misusing rules and policies.,2020-10-13 12:34:00+03:00,"Siwan,Bihar",Policies and Procedures,15000,-
26,0,Bribe paid to VAO for patta transfer,2020-10-10 19:58:00+03:00,"Coimbatore,TamilNadu",Others,5000,-
27,0,Police officer asked bribe to clear passport verification,2020-10-10 13:05:00+03:00,"Bangalore,Karnataka",Police Clearance Certificate,500,-
28,0,Driving license issuance process is a joke,2020-09-10 03:34:00+03:00,"Hyderabad,Telangana",Driving Licenses and Tests,2500,-
29,0,Trader license,2020-06-10 13:27:00+03:00,"Mysore,Karnataka",Registrations and Licenses,4000,-
30,0,Fed up of giving bribe,2020-06-10 00:00:00+03:00,"Jhansi,UttarPradesh",Service Tax,50000,-
31,0,Officer Asking Additional 2500 rs. for the property tax registration,2020-06-10 08:49:00+03:00,"BiharSharif,Bihar",Building and Housing,2500,-
32,0,Asked bribe threatening about pollution certificate,2020-06-10 04:58:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
33,0,Bribery for asking a report,2020-05-10 19:07:00+03:00,"Thane,Maharashtra",Autorickshaws,50000,-
34,0,I paid 500rs bribe for passport police verification,2020-02-10 04:31:00+03:00,"NewDelhi,Delhi",,500,-
35,0,ACCT LVO 060,2020-01-10 01:33:00+03:00,"Bangalore,Karnataka",Sales Tax,50000,-
36,0,"Excise dept at Anmod Ghat,  Belgaum",2020-09-27 20:40:00+03:00,"Belgaum,Karnataka",Excise,4000,-
37,0,I am an advocate one widow lady namely Reema came at my office and told that my husband has committe,2020-09-27 16:28:00+03:00,"NewDelhi,Delhi",Policies and Procedures,1000,-
38,0,For clearing papers in survey for SRA,2020-09-25 16:13:00+03:00,"Mumbai,Maharashtra",,500000,-
39,0,Paid bribe at Sub-Registrar office Raisinghnagar,2020-09-25 10:40:00+03:00,"Ganganagar,Rajasthan",Property Registration,18000,-
40,0,Constant Flow of Bribe,2020-09-25 04:14:00+03:00,"Sirsa,Haryana",Building and Housing,15000,-
41,0,To encash cheque/KYC,2020-09-23 14:29:00+03:00,"Supaul,Bihar",Loan Sanctioning,500,-
42,0,Labour inspector asked to pay bribe of rs.6000 for Shop & establishment act licence.,2020-09-23 13:31:00+03:00,"SASNagar,Punjab",Registrations and Licenses,6000,-
43,0,"Peshkar corrupt, inhuman,deshdrohi, samaz ke lie  khatra",2020-09-23 12:20:00+03:00,"Ghaziabad,UttarPradesh",Court Related,1000,-
44,0,I paid bribe to police who came for passport verification,2020-09-18 14:08:00+03:00,"Bareilly,UttarPradesh",Verification and Certificates,500,-
45,0,VEHICLE HAS TAKEN UNDER THEIR CUSTODY,2020-09-16 18:30:00+03:00,"Ulhasnagar,Maharashtra","Traffic Fines, Penalties, Rules",200,-
46,0,For drug license,2020-09-15 19:20:00+03:00,"Garhwa,Jharkhand",Drugs License,40000,-
47,0,Peshkar fraud,2020-10-09 02:43:00+03:00,"Ghaziabad,UttarPradesh",Court Related,1000,-
48,0,"Hello, I have a question? How can I get your advice and valuable…",2020-10-09 11:32:00+03:00,"Abhayapuri,Assam",Others,100,-
49,0,Police constable threatened  me to detain my bike.,2020-09-09 09:43:00+03:00,"Ahmedabad,Gujarat","Traffic Fines, Penalties, Rules",100,-
50,0,For FRRO Approval 10000/-,2020-08-09 08:04:00+03:00,"Noida,UttarPradesh",Visa,10000,-
51,0,Jagadish Panchayat clerk took bribe from me to katha,2020-07-09 03:17:00+03:00,"Bangalore,Karnataka",Others,40000,-
52,0,I paid bride in the sub Register office,2020-07-09 21:15:00+03:00,"Bangalore,Karnataka",Property Registration,20000,-
53,0,Passport Police Verification,2020-06-09 18:12:00+03:00,"Bangalore,Karnataka",Verification and Certificates,500,-
54,0,Bribe for katha,2020-05-09 16:37:00+03:00,"Ramnagar,Bihar",Khata,10000,-
55,0,Bribe taken by traffic polive,2020-04-09 03:11:00+03:00,"Howrah,WestBengal",Driving Licenses and Tests,2000,-
56,0,CDSCO FOR DIAGNOSTIC KIT APPROVAL,2020-01-09 01:20:00+03:00,"Ambala,Haryana",Drugs License,200000,-
57,0,DISTRICT DRUG INSPECTOR NEEDS ANNUAL RENEWAL FEES,2020-01-09 23:39:00+03:00,"Ambala,Haryana",Drugs License,100000,-
58,0,Quarantine issues at the airport,2020-08-30 19:06:00+03:00,"NewDelhi,Delhi",Visa,5000,-
59,0,Paid a bribe for obtaining my original marksheets and certificate,2020-08-29 01:54:00+03:00,"Patna,Bihar",College Leaving Certificate,300,-
60,0,They said it is registration fee for birth certificate,2020-10-14 14:25:00+03:00,"Bangalore,Karnataka","Births, Family and Care",400,-
61,0,Paid bribe for not having insurance during pandemic,2020-10-13 15:55:00+03:00,"Bangalore,Karnataka",Vehicle Insurance,350,-
62,0,Forced to pay bribe at KR Puram RTO,2020-10-13 09:28:00+03:00,"Bangalore,Karnataka",Driving and Transport Business,100,-
63,0,Forced to pay 100 rupees bribe for LL test,2020-10-13 06:16:00+03:00,"Bangalore,Karnataka",Driving Licenses and Tests,100,-
64,0,Misusing of power and traping people in false case to make money,2020-10-13 17:21:00+03:00,"Siwan,Bihar",FIR and Complaints,15000,-
65,0,Traping of small business man by misusing rules and policies.,2020-10-13 20:15:00+03:00,"Siwan,Bihar",Policies and Procedures,15000,-
66,0,Bribe paid to VAO for patta transfer,2020-10-10 09:56:00+03:00,"Coimbatore,TamilNadu",Others,5000,-
67,0,Police officer asked bribe to clear passport verification,2020-10-10 18:37:00+03:00,"Bangalore,Karnataka",Police Clearance Certificate,500,-
68,0,Driving license issuance process is a joke,2020-09-10 10:23:00+03:00,"Hyderabad,Telangana",Driving Licenses and Tests,2500,-
69,0,Trader license,2020-06-10 16:10:00+03:00,"Mysore,Karnataka",Registrations and Licenses,4000,-
70,0,Fed up of giving bribe,2020-06-10 14:00:00+03:00,"Jhansi,UttarPradesh",Service Tax,50000,-
71,0,Officer Asking Additional 2500 rs. for the property tax registration,2020-06-10 23:07:00+03:00,"BiharSharif,Bihar",Building and Housing,2500,-
72,0,Asked bribe threatening about pollution certificate,2020-06-10 05:58:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
73,0,Bribery for asking a report,2020-05-10 01:07:00+03:00,"Thane,Maharashtra",Autorickshaws,50000,-
74,0,I paid 500rs bribe for passport police verification,2020-02-10 12:20:00+03:00,"NewDelhi,Delhi",,500,-
75,0,ACCT LVO 060,2020-01-10 08:05:00+03:00,"Bangalore,Karnataka",Sales Tax,50000,-
76,0,"Excise dept at Anmod Ghat,  Belgaum",2020-09-27 23:32:00+03:00,"Belgaum,Karnataka",Excise,4000,-
77,0,I am an advocate one widow lady namely Reema came at my office and told that my husband has committe,2020-09-27 00:51:00+03:00,"NewDelhi,Delhi",Policies and Procedures,1000,-
78,0,For clearing papers in survey for SRA,2020-09-25 21:00:00+03:00,"Mumbai,Maharashtra",,500000,-
79,0,Paid bribe at Sub-Registrar office Raisinghnagar,2020-09-25 18:18:00+03:00,"Ganganagar,Rajasthan",Property Registration,18000,-
80,0,Constant Flow of Bribe,2020-09-25 23:41:00+03:00,"Sirsa,Haryana",Building and Housing,15000,-
81,0,To encash cheque/KYC,2020-09-23 08:19:00+03:00,"Supaul,Bihar",Loan Sanctioning,500,-
82,0,Labour inspector asked to pay bribe of rs.6000 for Shop & establishment act licence.,2020-09-23 17:53:00+03:00,"SASNagar,Punjab",Registrations and Licenses,6000,-
83,0,"Peshkar corrupt, inhuman,deshdrohi, samaz ke lie  khatra",2020-09-23 08:24:00+03:00,"Ghaziabad,UttarPradesh",Court Related,1000,-
84,0,I paid bribe to police who came for passport verification,2020-09-18 07:07:00+03:00,"Bareilly,UttarPradesh",Verification and Certificates,500,-
85,0,VEHICLE HAS TAKEN UNDER THEIR CUSTODY,2020-09-16 02:25:00+03:00,"Ulhasnagar,Maharashtra","Traffic Fines, Penalties, Rules",200,-
86,0,For drug license,2020-09-15 23:39:00+03:00,"Garhwa,Jharkhand",Drugs License,40000,-
87,0,Peshkar fraud,2020-10-09 11:49:00+03:00,"Ghaziabad,UttarPradesh",Court Related,1000,-
88,0,"Hello, I have a question? How can I get your advice and valuable…",2020-10-09 03:57:00+03:00,"Abhayapuri,Assam",Others,100,-
89,0,Police constable threatened  me to detain my bike.,2020-09-09 17:45:00+03:00,"Ahmedabad,Gujarat","Traffic Fines, Penalties, Rules",100,-
90,0,For FRRO Approval 10000/-,2020-08-09 18:17:00+03:00,"Noida,UttarPradesh",Visa,10000,-
91,0,Jagadish Panchayat clerk took bribe from me to katha,2020-07-09 06:25:00+03:00,"Bangalore,Karnataka",Others,40000,-
92,0,I paid bride in the sub Register office,2020-07-09 17:56:00+03:00,"Bangalore,Karnataka",Property Registration,20000,-
93,0,Passport Police Verification,2020-06-09 07:53:00+03:00,"Bangalore,Karnataka",Verification and Certificates,500,-
94,0,Bribe for katha,2020-05-09 17:32:00+03:00,"Ramnagar,Bihar",Khata,10000,-
95,0,Bribe taken by traffic polive,2020-04-09 19:06:00+03:00,"Howrah,WestBengal",Driving Licenses and Tests,2000,-
96,0,CDSCO FOR DIAGNOSTIC KIT APPROVAL,2020-01-09 23:16:00+03:00,"Ambala,Haryana",Drugs License,200000,-
97,0,DISTRICT DRUG INSPECTOR NEEDS ANNUAL RENEWAL FEES,2020-01-09 20:26:00+03:00,"Ambala,Haryana",Drugs License,100000,-
98,0,Quarantine issues at the airport,2020-08-30 03:53:00+03:00,"NewDelhi,Delhi",Visa,5000,-
99,0,Paid a bribe for obtaining my original marksheets and certificate,2020-08-29 22:12:00+03:00,"Patna,Bihar",College Leaving Certificate,300,-
100,0,Bribe for Inter state travel during Corona time at border check post,2020-08-29 20:06:00+03:00,"Bangalore,Karnataka",Tax and Permits,1000,-
101,0,Bc ne paise le liye,2020-08-27 20:11:00+03:00,"Hyderabad,Telangana",Autorickshaws,500,-
102,0,I was asked to pay something,2020-08-27 20:35:00+03:00,"Hyderabad,Telangana","Births, Family and Care",200,-
103,0,Fake document keeper shashibala,2020-08-21 06:03:00+03:00,"Ghaziabad,UttarPradesh",Court Related,300,-
104,0,Asking bribe for gun lisence renewal.,2020-08-20 11:03:00+03:00,"Gaya,Bihar",Certificates,5000,-
105,0,Bribe from the aggrieved,2020-08-18 12:59:00+03:00,"Bangalore,Karnataka",Policies and Procedures,500000,-
106,0,Income Certificate,2020-08-18 10:42:00+03:00,"NaviMumbai,Maharashtra",Caste Certificate,1000,-
107,0,Complaint against drugging and corruption in court by staff under officers,2020-08-16 19:01:00+03:00,"Kurukshetra,Haryana",Dates for Hearing,10000,-
108,0,Forged documents registered,2020-11-08 15:11:00+03:00,"Bangalore,Karnataka",Registrations and Licenses,20000,-
109,0,Balaji Medows/SVS Home City beside BSF SST School - Land purchase Scam,2020-08-08 04:33:00+03:00,"Bangalore,Karnataka",Caste Certificate,200000,-
110,0,Are You in Desperate in need of money ?,2020-08-08 21:54:00+03:00,"Tiruppur,TamilNadu",College Leaving Certificate,222000,-
111,0,Asked for 50000 for selection in gds abpm,2020-06-08 22:12:00+03:00,"Bahraich,UttarPradesh",Policies and Procedures,50000,-
112,0,No parking zone fine,2020-04-08 21:15:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
113,0,Forged bylaws documents,2020-03-08 06:09:00+03:00,"Bangalore,Karnataka",Aadhaar Card Process,10000,-
114,0,Digital Media Doesnât Work Well With Your Bathroom Magazine Rack,2020-01-08 06:18:00+03:00,"Adra,WestBengal",Others,1200,-
115,0,"Serial Killers, What is Americaâs Perverse Fascination With Them?",2020-01-08 02:01:00+03:00,"NewDelhi,Delhi",Others,1200,-
116,0,Bribe by authorities upto state minister,2020-07-30 16:00:00+03:00,"Madurai,TamilNadu",Building Construction Approval,200000,-
117,0,Silencer Air+ Wireless Follow Focus at 24shots.com,2020-07-29 20:26:00+03:00,"Adari,UttarPradesh",Others,1200,-
118,0,"Losing Weight. If it Was Easy, Everyone Would be Doing It.",2020-07-28 01:07:00+03:00,"NewDelhi,Delhi",Others,1200,-
119,0,"What do Anthony Bourdain, Chris Farley and Michael Jackson, Have in Common?",2020-07-28 15:01:00+03:00,"Nellikuppam,TamilNadu",Others,1200,-
120,0,Enroll for a new Aadhaar,2020-07-27 11:43:00+03:00,"Gurgaon,Haryana",Others,100,-
121,0,For Police Clearance Certificate,2020-07-25 21:39:00+03:00,"Mumbai,Maharashtra",Autorickshaws,2000,-
122,0,"Kalyan Malang road flat registration, every one has to pay 35000 to 65000 bribe",2020-07-24 14:45:00+03:00,"Thane,Maharashtra",Building and Housing,35000,-
123,0,Safety Plug Hug - A Cord Saver at Hardworkingproducts.com,2020-07-21 12:03:00+03:00,"Adoni,AndhraPradesh",Others,1200,-
124,0,"OMG, I Take so Many Pills, Even Elvis Presley Would be Impressed! Read onâ¦",2020-07-21 19:03:00+03:00,"Adoni,AndhraPradesh",Others,1200,-
125,0,Why May 25th Is the Most Important Day of the Year?,2020-07-21 08:16:00+03:00,"Adilabad,Telangana",Others,1200,-
126,0,Bribe against signature,2020-07-18 22:53:00+03:00,"Jaipur,Rajasthan",Others,10000,-
127,0,Land sale,2020-07-14 08:37:00+03:00,"Mumbai,Maharashtra",Income Tax,50000,-
128,0,Land sale,2020-07-14 05:40:00+03:00,"Mumbai,Maharashtra",Income Tax,50000,-
129,0,Corruption going on from 4year,2020-12-07 02:05:00+03:00,"Mumbai,Maharashtra",Allotment of subsidized housing,400000,-
130,0,Traffic senior officials are corrupt and creating life threatening situations in duty sessions,2020-06-07 03:51:00+03:00,"Ranchi,Jharkhand","Traffic Fines, Penalties, Rules",4000,-
131,0,Had a self accident. No third party was injured. Had to pay 10K to allow police to let me go.,2020-02-07 19:59:00+03:00,"Margao,Goa","Traffic Fines, Penalties, Rules",10000,-
132,0,Bakishpatra-vina mobdala,2020-06-29 20:38:00+03:00,"Hingoli,Maharashtra",Property Registration,20000,-
133,0,Corruption in purchase of medicine and surgical items,2020-06-24 16:21:00+03:00,"Patna,Bihar",Traveling without Ticket,100000,-
134,0,Corrupt management ( bribe from all the employees  every month ),2020-06-22 15:34:00+03:00,"Jabalpur,MadhyaPradesh",Excess Baggage,1500,-
135,0,"Paid  a bribe of Rs. 25000 to then vice-chancellor, TNJFU for completion of M.F.Sc.",2020-06-18 21:54:00+03:00,"Ponneri,TamilNadu",Certificates,25000,-
136,0,Police asked bribe,2020-06-14 05:49:00+03:00,"Bangalore,Karnataka",Traffic Violations,580,-
137,0,Asking for bribe each time,2020-02-06 06:24:00+03:00,"Bangalore,Karnataka",Bill Payment,100,-
138,0,Parked in No Parking,2020-05-27 04:14:00+03:00,"Mysore,Karnataka","Traffic Fines, Penalties, Rules",500,-
139,0,Parked In No Parking,2020-05-27 11:04:00+03:00,"Chamarajanagar,Karnataka","Traffic Fines, Penalties, Rules",400,-
140,0,Risk of covid 19 from opening college,2020-05-27 22:57:00+03:00,"Muktsar,Punjab",College Leaving Certificate,100,-
141,0,I invested on bitcoin mining and within a week i'm earning up to  five laks,2020-05-22 20:05:00+03:00,"Mumbai,Maharashtra",Loan Sanctioning,10000,-
142,0,Bribe of new house water connection,2020-05-21 10:39:00+03:00,"Bangalore,Karnataka",Water Connection,25000,-
143,0,Ten crores of corruption in gst vadodara two,2020-05-20 00:17:00+03:00,"Abohar,Punjab",Assessment,2000000,-
144,0,Bribe taken by pollution office of Raipur (CG),2020-05-15 15:47:00+03:00,"Raipur,Chhattisgarh",,200000,-
145,0,Installation on BSNL landline.,2020-05-14 08:07:00+03:00,"Baramula,JammuandKashmir",Policies and Procedures,1000,-
146,0,RC Airfilter Supercharger Innovations,2020-10-05 18:52:00+03:00,"NewDelhi,Delhi",Others,1200,-
147,0,To meet the dcp zone 5of Thane i was demanded 50000 by his reader,2020-09-05 11:06:00+03:00,"Thane,Maharashtra",FIR and Complaints,50000,-
148,0,Bribed the police during my police verification,2020-02-05 12:36:00+03:00,"Kolkata,WestBengal",Passport Status and Delivery,1000,-
149,0,Even after dc order they have not processed the request,2020-01-05 15:20:00+03:00,"Tumkur,Karnataka",Land Registration,10000,-
150,0,The whole gvmc engineering dept is corrupted,2020-01-05 13:43:00+03:00,"Visakhapatnam,AndhraPradesh",Government Personnel,10000,-
151,0,Job of Assistant Teacher,2020-04-30 03:33:00+03:00,"Mumbai,Maharashtra",Job Application,180000,-
152,0,Complaint against a corrupt Markfed officials,2020-04-28 16:59:00+03:00,"Mansa,Punjab",Food and Supply,100000,-
153,0,"Paid Bribe To Gokul Township Police, Virar(W)",2020-04-25 07:33:00+03:00,"Thane,Maharashtra",Others,10000,-
154,0,"Please support us with funds to fight this covid-19 pandemic , covid-19…",2020-04-24 05:17:00+03:00,"Hubli,Karnataka",Others,2000,-
155,0,"Please support us with funds to fight this covid-19 pandemic , covid-19…",2020-04-24 07:43:00+03:00,"Hyderabad,Telangana",Others,3000,-
156,0,"Please support us with funds to fight this covid-19 pandemic , covid-19…",2020-04-24 04:34:00+03:00,"Mumbai,Maharashtra",Others,5000,-
157,0,"Please support us with funds to fight this covid-19 pandemic , covid-19…",2020-04-24 09:01:00+03:00,"Pune,Maharashtra",Others,2000,-
158,0,Bribe asked for not generating a RC,2020-04-23 13:40:00+03:00,"Chandigarh,Chandigarh",Autorickshaws,1000,-
159,0,Electric Cigarette Machine | Electric Cigarette Maker,2020-04-22 08:23:00+03:00,"NewDelhi,Delhi",Others,1200,-
160,0,RC Nitro Supercharger | RC Nitro Engines,2020-04-21 21:16:00+03:00,"Adilabad,Telangana",Others,1200,-
161,0,Follow Focus | Wireless Follow Focus,2020-04-21 10:02:00+03:00,"NewDelhi,Delhi",Others,1200,-
162,0,Petty Bribing for absolutely legal acts,2020-04-20 21:04:00+03:00,"Chennai,TamilNadu","Traffic Fines, Penalties, Rules",200,-
163,0,Nalavariyam for fisherman society,2020-12-04 01:22:00+03:00,"Chennai,TamilNadu",Government Schemes,100,-
164,0,Police harrasment,2020-11-04 13:54:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
165,0,For loan approal,2020-09-04 19:29:00+03:00,"Bangalore,Karnataka",Loans,10000,-
166,0,Test33132 w r rq3 r3r  r,2020-06-04 22:15:00+03:00,"Abohar,Punjab",Excess Baggage,2132,-
167,0,Fully corruption,2020-06-04 07:04:00+03:00,"Satna,MadhyaPradesh",Government Schemes,100000,-
168,0,Took bribe for registration of marriage,2020-06-04 01:20:00+03:00,"Bangalore,Karnataka",Marriage Certificate and Registration,3500,-
169,0,Late shop open,2020-04-04 05:02:00+03:00,"Siwan,Bihar",Police Harassment,500,-
170,0,"Tune-Up Kit for Revolution, Fresh Choice, Just Good Tobacco Electric Cigarette Machine",2020-02-04 12:39:00+03:00,"Adari,UttarPradesh",Others,12000,-
171,0,Silencer Flight Follow Focus and Zoom System for Aerial Rigs at 24shots.com,2020-02-04 01:27:00+03:00,"Adoni,AndhraPradesh",Others,1200,-
172,0,Verification for govt job,2020-03-30 05:34:00+03:00,"Jammu,JammuandKashmir",Background Verification,300,-
173,0,Kaveri water pipe repair,2020-03-29 11:52:00+03:00,"Bangalore,Karnataka",Services,3000,-
174,0,Passport Verification,2020-03-26 18:29:00+03:00,"Ernakulam,Kerala",Verification and Certificates,150,-
175,0,Bribe for chai pani,2020-03-23 01:46:00+03:00,"Mumbai,Maharashtra",FIR and Complaints,5000,-
176,0,Bribe from bar owners,2020-03-21 01:06:00+03:00,"Tiruchirapalli,Kerala",Autorickshaws,100000,-
177,0,TRANSFER ONE STATE TO OTHER,2020-03-20 17:58:00+03:00,"NewDelhi,Delhi",Others,250000,-
178,0,Building construction permission,2020-03-19 00:50:00+03:00,"Rewa,MadhyaPradesh",Building and Housing,2500,-
179,0,Natural Glass Tumblers from Oaxaca Large at Hardworkingproducts.com,2020-03-17 15:04:00+03:00,"NewDelhi,Delhi",Others,1200,-
180,0,Fine for wearing music player while driving two wheeler,2020-03-16 05:16:00+03:00,"Chennai,TamilNadu","Traffic Fines, Penalties, Rules",300,-
181,0,"Bribe for taking left without any sign of ""no free left""",2020-03-16 04:38:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",300,-
182,0,Ambarnath trafic police taken bribe,2020-03-16 18:08:00+03:00,"Thane,Maharashtra",Autorickshaws,200,-
183,0,No Chalan,2020-03-15 17:39:00+03:00,"Viluppuram,TamilNadu","Traffic Fines, Penalties, Rules",1000,-
184,0,Bribe taken by officer in RTO Bhopal,2020-03-15 03:18:00+03:00,"Bhopal,MadhyaPradesh",Tax and Permits,30000,-
185,0,"Even after paying the legal fees for the license, Rs 500 was taken separately.",2020-03-14 07:46:00+03:00,"Dungarpur,Rajasthan",Driving Licenses and Tests,500,-
186,0,HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT COPRPORATION HSIIDC FARIDABAD,2020-03-13 02:19:00+03:00,"Faridabad,Haryana",Land Related,110000,-
187,0,NO REGISTRY DONE IF YOU DO OT PAY 0.5% OF LAND COST TO HSIIDC OFFICE,2020-03-13 13:53:00+03:00,"Faridabad,Haryana",Others,110000,-
188,0,Khata Bifurcation Charges,2020-12-03 07:46:00+03:00,"Bangalore,Karnataka",Encumbrance Certificate,2000000,-
189,0,I had to pay a bribe,2020-12-03 07:04:00+03:00,"Bangalore,Karnataka",Verification and Certificates,500,-
190,0,House Blend Coffee Medium Roast at Hardworkingproducts.com,2020-09-03 22:41:00+03:00,"Adari,UttarPradesh",Others,1200,-
191,0,Driving other state vehicle without paying road tax,2020-07-03 04:01:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
192,0,Took money without giving report,2020-07-03 18:39:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",500,-
193,0,Buy Supercharger Overdrive Pulleys at RBinnovations.com,2020-05-03 00:15:00+03:00,"Adityapur,Jharkhand",Others,12000,-
194,0,Mini RootGuard Heavy Duty Gopher Wire Baskets For Sale,2020-05-03 19:15:00+03:00,"NewDelhi,Delhi",Others,1200,-
195,0,Bribe for legal heir certificate,2020-03-03 08:41:00+03:00,"Ahmedabad,Gujarat",Aadhaar Card Process,7000,-
196,0,Corruption,2020-03-03 08:17:00+03:00,"Arcot,TamilNadu",Change of Tariff in Domestic to Commercial,5000,-
197,0,Owner Tenant Issuse,2020-02-03 00:09:00+03:00,"Bangalore,Karnataka",FIR and Complaints,5000,-
198,0,"I am running restaurant with all legal certificates, police constable demanding bribe 2000rs month",2020-01-03 05:30:00+03:00,"Arwal,Bihar",Registrations and Licenses,2000,-
199,0,"Corruption by PSPCL employees in Sardar Nagar, Ludhiana",2020-01-03 02:14:00+03:00,"Ludhiana,Punjab",Change of Tariff in Domestic to Commercial,1000,-
200,0,Inno-Flex Spare Drive Belts at RBinnovations.com,2020-02-27 04:14:00+03:00,"Adilabad,Telangana",Others,1200,-
201,0,Outdoor Motion Activated Solar 16-LED Security/Nightlight â Hardworkingproducts.com,2020-02-27 01:27:00+03:00,"Adari,UttarPradesh",Others,250,-
202,0,Reg Husband mohamed asik given amount to social welfare officer Mrs jayalakshmi,2020-02-25 03:24:00+03:00,"Madurai,TamilNadu",,5000,-
203,0,Illegal source of income,2020-02-24 02:43:00+03:00,"Patna,Bihar",Others,1300000,-
204,0,Saw traffic police asking 5000 rs to avoid fine,2020-02-24 00:13:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",5000,-
205,0,Fruits delivery,2020-02-23 09:47:00+03:00,"Sikar,Rajasthan",College Leaving Certificate,12000,-
206,0,Bribed for visiting kodaikanal,2020-02-23 01:52:00+03:00,"Coimbatore,TamilNadu",Driving and Transport Business,1000,-
207,0,Just for survey,2020-02-22 07:26:00+03:00,"Nellore,AndhraPradesh",Land Registration,10000,-
208,0,I paid a bribe of 250000 in rera jharkhand whereas the payment was of 10000,2020-02-20 11:57:00+03:00,"Ranchi,Jharkhand",Building Construction Approval,250000,-
209,0,Boarded women's coach in train 64164,2020-02-20 18:43:00+03:00,"Shikohabad,UttarPradesh",Traveling without Ticket,1000,-
210,0,Baroda uttar pradesh gramin bank branch Halore raebareli,2020-02-20 12:39:00+03:00,"RaeBareli,UttarPradesh",Loans,1000,-
211,0,Bribe for Disabled person to prove,2020-02-19 21:22:00+03:00,"Koppal,Karnataka",Disability Certificate,10,-
212,0,"Best, Cheap & Top Hotels in Dharamshala, Chamunda Devi, HP",2020-02-19 08:34:00+03:00,"NewDelhi,Delhi",Others,1200,-
213,0,He take 200 bribe,2020-02-18 04:08:00+03:00,"Bangalore,Karnataka","Traffic Fines, Penalties, Rules",200,-
